product_slug,panel_id,provider,reference_image_path,generated_image_path,color_accuracy,material_finish_accuracy,shape_silhouette_accuracy,component_completeness,size_proportion_impression,overall_recognizability,worked,failed,notes
levoit-core-300-air-purifier-white-81910071,levoit-core-300-air-purifier-white-81910071-stability-01,stability,/Users/macbook/Desktop/ai-lab-final/data/raw/levoit-core-300-air-purifier-white-81910071/images/reference_01.jpg,/Users/macbook/Desktop/ai-lab-final/outputs/generated_images/levoit-core-300-air-purifier-white-81910071/stability/final/image_01.png,,,,,,,,,
levoit-core-300-air-purifier-white-81910071,levoit-core-300-air-purifier-white-81910071-stability-02,stability,/Users/macbook/Desktop/ai-lab-final/data/raw/levoit-core-300-air-purifier-white-81910071/images/reference_02.avif,/Users/macbook/Desktop/ai-lab-final/outputs/generated_images/levoit-core-300-air-purifier-white-81910071/stability/final/image_02.png,,,,,,,,,
levoit-core-300-air-purifier-white-81910071,levoit-core-300-air-purifier-white-81910071-stability-03,stability,/Users/macbook/Desktop/ai-lab-final/data/raw/levoit-core-300-air-purifier-white-81910071/images/reference_03.jpg,/Users/macbook/Desktop/ai-lab-final/outputs/generated_images/levoit-core-300-air-purifier-white-81910071/stability/final/image_03.png,,,,,,,,,
levoit-core-300-air-purifier-white-81910071,levoit-core-300-air-purifier-white-81910071-stability-04,stability,/Users/macbook/Desktop/ai-lab-final/data/raw/levoit-core-300-air-purifier-white-81910071/images/reference_04.avif,/Users/macbook/Desktop/ai-lab-final/outputs/generated_images/levoit-core-300-air-purifier-white-81910071/stability/final/image_04.png,,,,,,,,,
